First_pokemon,First name,Second_pokemon,Second name,Winner,Loser,First power,Second power,Power diff,Winner type1,Loser type1
462,Mothim,694,Durant,694,462,424,484,60,Bug,Bug
337,Mega Medicham,147,Jolteon,147,337,510,525,15,Electric,Fighting
459,Wormadam Plant Cloak,644,Vanillite,644,459,424,305,-119,Ice,Bug
615,Darumaka,652,Foongus,615,652,315,294,21,Fire,Grass
786,Gourgeist Small Size,180,Ledyba,786,180,494,265,229,Ghost,Bug
247,Houndour,594,Gurdurr,594,247,330,405,75,Fighting,Dark
536,Fan Rotom,720,Quilladin,536,720,520,405,115,Electric,Grass
729,Diggersby,586,Gigalith,586,729,423,515,92,Rock,Normal
715,Keldeo Resolute Forme,80,Tentacruel,715,80,580,515,65,Water,Water
516,Rhyperior,740,Florges,516,740,535,552,-17,Ground,Fairy
440,Prinplup,525,Mamoswine,525,440,405,530,125,Ice,Water
174,Croconaw,410,Mega Salamence,410,174,405,700,295,Dragon,Water
634,Minccino,424,Groudon,424,634,300,670,370,Ground,Normal
252,Donphan,797,Mega Diancie,797,252,500,700,200,Rock,Ground
317,Shedinja,294,Lotad,317,294,236,220,16,Bug,Water
463,Combee,790,Avalugg,790,463,244,514,270,Ice,Bug
770,Aurorus,7,Charizard,7,770,521,534,13,Fire,Rock
110,Electrode,783,Pumpkaboo Large Size,110,783,480,335,145,Electric,Ghost
454,Cranidos,469,Cherrim,469,454,350,450,100,Grass,Rock
241,Corsola,731,Fletchinder,241,731,380,382,-2,Water,Fire
688,Bouffalant,190,Togepi,688,190,490,245,245,Normal,Fairy
271,Ho-oh,21,Pidgey,271,21,680,251,429,Fire,Normal
738,Flabébé,789,Bergmite,738,789,303,304,-1,Fairy,Ice
476,Lopunny,223,Gligar,476,223,480,430,50,Normal,Ground
574,Simisear,283,Swampert,574,283,498,535,-37,Fire,Water
621,Scraggy,551,Shaymin Land Forme,551,621,348,600,252,Grass,Dark
723,Braixen,617,Darmanitan Zen Mode,723,617,409,540,-131,Fire,Fire
1,Bulbasaur,679,Accelgor,679,1,318,495,177,Bug,Grass
595,Conkeldurr,131,Starmie,595,131,505,520,-15,Fighting,Water
433,Turtwig,339,Manectric,339,433,318,475,157,Electric,Grass
247,Houndour,452,Budew,247,452,330,280,50,Dark,Grass
19,Beedrill,709,Landorus Incarnate Forme,709,19,395,600,205,Ground,Bug
410,Mega Salamence,278,Combusken,410,278,700,405,295,Dragon,Fire
103,Mega Gengar,142,Mega Gyarados,103,142,600,640,-40,Ghost,Water
37,Nidoqueen,337,Mega Medicham,337,37,505,510,5,Fighting,Poison
453,Roserade,29,Ekans,453,29,515,288,227,Grass,Poison
73,Machop,113,Cubone,113,73,305,320,15,Ground,Fighting
374,Corphish,87,Slowbro,374,87,308,490,-182,Water,Water
634,Minccino,784,Pumpkaboo Super Size,784,634,300,335,35,Ghost,Normal
681,Mienfoo,790,Avalugg,681,790,350,514,-164,Fighting,Ice
181,Ledian,765,Helioptile,181,765,390,289,101,Bug,Electric
584,Roggenrola,498,Lucario,498,584,280,525,245,Fighting,Rock
586,Gigalith,590,Excadrill,590,586,515,508,-7,Ground,Rock
732,Talonflame,1,Bulbasaur,732,1,499,318,181,Fire,Grass
478,Mismagius,524,Gliscor,478,524,495,510,-15,Ghost,Ground
734,Spewpa,19,Beedrill,19,734,213,395,182,Bug,Bug
634,Minccino,348,Carvanha,634,348,300,305,-5,Normal,Water
567,Herdier,755,Swirlix,567,755,370,341,29,Normal,Fairy
354,Camerupt,82,Graveler,354,82,460,390,70,Fire,Rock
417,Registeel,783,Pumpkaboo Large Size,417,783,580,335,245,Steel,Ghost
420,Latios,85,Rapidash,420,85,600,500,100,Dragon,Fire
610,Lilligant,215,Slowking,610,215,480,490,-10,Grass,Water
350,Mega Sharpedo,160,Dratini,350,160,560,300,260,Water,Dragon
122,Chansey,588,Swoobat,588,122,450,425,-25,Psychic,Normal
159,Moltres,77,Weepinbell,159,77,580,390,190,Fire,Grass
398,Mega Glalie,598,Seismitoad,398,598,580,509,71,Ice,Water
300,Taillow,704,Tornadus Therian Forme,704,300,270,580,310,Flying,Normal
508,Lumineon,293,Dustox,508,293,460,385,75,Water,Bug
763,Clauncher,685,Golurk,685,763,330,483,153,Ground,Water
428,Jirachi,203,Hoppip,428,203,600,250,350,Steel,Grass
509,Mantyke,199,Marill,509,199,345,250,95,Water,Water
106,Hypno,592,Mega Audino,106,592,483,545,-62,Psychic,Normal
550,Darkrai,394,Mega Absol,550,394,600,565,35,Dark,Dark
310,Shroomish,48,Golbat,48,310,295,455,160,Poison,Grass
80,Tentacruel,314,Slaking,314,80,515,670,155,Normal,Water
463,Combee,203,Hoppip,463,203,244,250,-6,Bug,Grass
484,Skuntank,9,Mega Charizard Y,9,484,479,634,155,Fire,Poison
700,Cobalion,49,Oddish,700,49,580,320,260,Steel,Grass
437,Monferno,533,Heat Rotom,533,437,405,520,115,Electric,Fire
73,Machop,485,Bronzor,73,485,305,300,5,Fighting,Steel
627,Carracosta,314,Slaking,314,627,495,670,175,Normal,Water
216,Misdreavus,657,Joltik,216,657,435,319,116,Ghost,Bug
126,Horsea,617,Darmanitan Zen Mode,126,617,295,540,-245,Water,Fire
632,Zorua,707,Reshiram,707,632,330,680,350,Dragon,Dark
692,Mandibuzz,331,Aron,692,331,510,330,180,Dark,Steel
11,Wartortle,309,Masquerain,309,11,405,414,9,Bug,Water
483,Stunky,22,Pidgeotto,483,22,329,349,-20,Poison,Normal
665,Eelektrik,170,Cyndaquil,170,665,405,309,-96,Fire,Electric
540,Azelf,337,Mega Medicham,540,337,580,510,70,Psychic,Fighting
39,Nidorino,299,Shiftry,299,39,365,480,115,Grass,Poison
761,Skrelp,762,Dragalge,762,761,320,494,174,Poison,Poison
441,Empoleon,1,Bulbasaur,441,1,530,318,212,Water,Grass
434,Grotle,137,Pinsir,137,434,405,500,95,Bug,Grass
700,Cobalion,433,Turtwig,700,433,580,318,262,Steel,Grass
52,Paras,379,Cradily,379,52,285,495,210,Rock,Bug
158,Zapdos,171,Quilava,158,171,580,405,175,Electric,Fire
769,Amaura,374,Corphish,769,374,362,308,54,Rock,Water
789,Bergmite,690,Braviary,690,789,304,510,206,Normal,Ice
393,Absol,255,Smeargle,255,393,465,250,-215,Normal,Dark
307,Mega Gardevoir,741,Skiddo,307,741,618,350,268,Psychic,Grass
528,Mega Gallade,492,Gible,528,492,618,300,318,Psychic,Dragon
212,Espeon,24,Mega Pidgeot,24,212,525,579,54,Normal,Psychic
99,Cloyster,173,Totodile,99,173,525,314,211,Water,Water
58,Meowth,253,Porygon2,58,253,290,515,-225,Normal,Normal
226,Snubbull,289,Wurmple,226,289,300,195,105,Fairy,Bug
365,Swablu,609,Petilil,365,609,310,280,30,Normal,Grass
409,Salamence,532,Rotom,409,532,600,440,160,Dragon,Electric
647,Deerling,294,Lotad,647,294,335,220,115,Normal,Water
15,Metapod,756,Slurpuff,756,15,205,480,275,Fairy,Bug
196,Ampharos,774,Carbink,196,774,510,500,10,Electric,Rock
265,Suicune,68,Poliwrath,265,68,580,510,70,Water,Water
564,Patrat,749,Honedge,749,564,255,325,70,Steel,Normal
750,Doublade,248,Houndoom,248,750,448,500,52,Dark,Steel
142,Mega Gyarados,107,Krabby,142,107,640,325,315,Water,Water
427,Mega Rayquaza,404,Gorebyss,427,404,780,485,295,Dragon,Water
454,Cranidos,302,Wingull,302,454,350,270,-80,Water,Rock
323,Azurill,574,Simisear,574,323,190,498,308,Fire,Normal
262,Blissey,67,Poliwhirl,67,262,540,385,-155,Water,Normal
710,Landorus Therian Forme,434,Grotle,710,434,600,405,195,Ground,Grass
291,Beautifly,666,Eelektross,291,666,395,515,-120,Bug,Electric
233,Mega Heracross,445,Bidoof,233,445,600,250,350,Bug,Normal
126,Horsea,494,Garchomp,494,126,295,600,305,Dragon,Water
252,Donphan,108,Kingler,108,252,500,475,-25,Water,Ground
69,Abra,212,Espeon,212,69,310,525,215,Psychic,Psychic
120,Rhyhorn,342,Minun,120,342,345,405,-60,Ground,Electric
224,Steelix,173,Totodile,173,224,510,314,-196,Water,Steel
695,Deino,94,Seel,94,695,300,325,25,Water,Dark
672,Axew,355,Mega Camerupt,672,355,320,560,-240,Dragon,Fire
409,Salamence,254,Stantler,409,254,600,465,135,Dragon,Normal
195,Flaaffy,607,Cottonee,607,195,365,280,-85,Grass,Electric
528,Mega Gallade,327,Sableye,327,528,618,380,-238,Dark,Psychic
127,Seadra,81,Geodude,127,81,440,300,140,Water,Rock
698,Larvesta,336,Medicham,336,698,360,410,50,Fighting,Bug
422,Kyogre,705,Thundurus Incarnate Forme,705,422,670,580,-90,Electric,Water
432,Deoxys Speed Forme,397,Glalie,432,397,600,480,120,Psychic,Ice
409,Salamence,376,Baltoy,409,376,600,300,300,Dragon,Ground
582,Blitzle,424,Groudon,424,582,295,670,375,Ground,Electric
521,Yanmega,268,Tyranitar,521,268,515,600,-85,Bug,Rock
304,Ralts,708,Zekrom,708,304,198,680,482,Dragon,Psychic
385,Kecleon,492,Gible,492,385,440,300,-140,Dragon,Normal
560,Emboar,70,Kadabra,560,70,528,400,128,Fire,Psychic
545,Giratina Altered Forme,149,Porygon,149,545,680,395,-285,Normal,Ghost
68,Poliwrath,362,Flygon,362,68,510,520,10,Ground,Water
672,Axew,732,Talonflame,732,672,320,499,179,Fire,Dragon
632,Zorua,14,Caterpie,632,14,330,195,135,Dark,Bug
641,Reuniclus,341,Plusle,341,641,490,405,-85,Electric,Psychic
365,Swablu,428,Jirachi,428,365,310,600,290,Steel,Normal
594,Gurdurr,425,Primal Groudon,425,594,405,770,365,Ground,Fighting
764,Clawitzer,529,Probopass,764,529,500,525,-25,Water,Rock
397,Glalie,161,Dragonair,397,161,480,420,60,Ice,Dragon
111,Exeggcute,670,Lampent,670,111,325,370,45,Ghost,Grass
219,Girafarig,738,Flabébé,219,738,455,303,152,Normal,Fairy
408,Shelgon,647,Deerling,647,408,420,335,-85,Normal,Dragon
516,Rhyperior,107,Krabby,107,516,535,325,-210,Water,Ground
622,Scrafty,736,Litleo,736,622,488,369,-119,Fire,Dark
212,Espeon,128,Goldeen,212,128,525,320,205,Psychic,Water
685,Golurk,648,Sawsbuck,648,685,483,475,-8,Normal,Ground
406,Luvdisc,420,Latios,420,406,330,600,270,Dragon,Water
501,Hippowdon,689,Rufflet,689,501,525,350,-175,Normal,Ground
533,Heat Rotom,211,Quagsire,533,211,520,430,90,Electric,Water
413,Metagross,580,Tranquill,413,580,600,358,242,Steel,Normal
74,Machoke,277,Torchic,277,74,405,310,-95,Fire,Fighting
460,Wormadam Sandy Cloak,713,Kyurem White Kyurem,713,460,424,700,276,Dragon,Bug
450,Luxio,8,Mega Charizard X,8,450,363,634,271,Fire,Electric
376,Baltoy,196,Ampharos,196,376,300,510,210,Electric,Ground
292,Cascoon,510,Snover,510,292,205,334,129,Grass,Bug
282,Marshtomp,186,Lanturn,282,186,405,460,-55,Water,Water
384,Castform,699,Volcarona,699,384,420,550,130,Bug,Normal
295,Lombre,741,Skiddo,741,295,340,350,10,Grass,Water
346,Gulpin,790,Avalugg,346,790,302,514,-212,Poison,Ice
269,Mega Tyranitar,187,Pichu,269,187,700,205,495,Rock,Electric
45,Jigglypuff,323,Azurill,323,45,270,190,-80,Normal,Normal
89,Magnemite,778,Klefki,778,89,325,470,145,Steel,Electric
151,Omastar,238,Magcargo,151,238,495,410,85,Rock,Fire
774,Carbink,667,Elgyem,774,667,500,335,165,Rock,Psychic
266,Larvitar,301,Swellow,301,266,300,430,130,Normal,Rock
602,Swadloon,375,Crawdaunt,375,602,380,468,88,Water,Bug
31,Pikachu,490,Chatot,490,31,320,411,91,Normal,Electric
92,Doduo,182,Spinarak,92,182,310,250,60,Normal,Bug
588,Swoobat,390,Dusclops,588,390,425,455,-30,Psychic,Ghost
476,Lopunny,434,Grotle,476,434,480,405,75,Normal,Grass
360,Trapinch,426,Rayquaza,426,360,290,680,390,Dragon,Ground
101,Haunter,21,Pidgey,21,101,405,251,-154,Normal,Ghost
267,Pupitar,182,Spinarak,267,182,410,250,160,Rock,Bug
245,Mantine,72,Mega Alakazam,72,245,465,590,125,Psychic,Water
10,Squirtle,17,Weedle,17,10,314,195,-119,Bug,Water
110,Electrode,425,Primal Groudon,425,110,480,770,290,Ground,Electric
244,Delibird,177,Furret,177,244,330,415,85,Normal,Ice
209,Yanma,465,Pachirisu,465,209,390,405,15,Electric,Bug
778,Klefki,760,Barbaracle,778,760,470,500,-30,Steel,Rock
192,Natu,721,Chesnaught,192,721,320,530,-210,Psychic,Grass
340,Mega Manectric,110,Electrode,110,340,575,480,-95,Electric,Electric
555,Snivy,443,Staravia,443,555,308,340,32,Normal,Grass
538,Uxie,82,Graveler,538,82,580,390,190,Psychic,Rock
123,Tangela,434,Grotle,123,434,435,405,30,Grass,Grass
597,Palpitoad,627,Carracosta,597,627,384,495,-111,Water,Water
409,Salamence,56,Diglett,409,56,600,265,335,Dragon,Ground
458,Burmy,301,Swellow,301,458,224,430,206,Normal,Bug
65,Arcanine,644,Vanillite,65,644,555,305,250,Fire,Ice
584,Roggenrola,319,Loudred,319,584,280,360,80,Normal,Rock
262,Blissey,210,Wooper,210,262,540,210,-330,Water,Normal
116,Hitmonchan,492,Gible,116,492,455,300,155,Fighting,Dragon
75,Machamp,480,Glameow,480,75,505,310,-195,Normal,Fighting
38,Nidoran♂,302,Wingull,302,38,273,270,-3,Water,Poison
750,Doublade,656,Alomomola,656,750,448,470,22,Water,Steel
453,Roserade,174,Croconaw,453,174,515,405,110,Grass,Water
375,Crawdaunt,509,Mantyke,375,509,468,345,123,Water,Water
791,Noibat,203,Hoppip,791,203,245,250,-5,Flying,Grass
617,Darmanitan Zen Mode,266,Larvitar,617,266,540,300,240,Fire,Rock
480,Glameow,541,Dialga,541,480,310,680,370,Steel,Normal
425,Primal Groudon,750,Doublade,425,750,770,448,322,Ground,Steel
325,Skitty,276,Mega Sceptile,276,325,260,630,370,Grass,Normal
385,Kecleon,157,Articuno,157,385,440,580,140,Ice,Normal
331,Aron,648,Sawsbuck,648,331,330,475,145,Normal,Steel
566,Lillipup,34,Sandslash,34,566,275,450,175,Ground,Normal
86,Slowpoke,502,Skorupi,502,86,315,330,15,Poison,Water
214,Murkrow,435,Torterra,214,435,405,525,-120,Dark,Grass
551,Shaymin Land Forme,778,Klefki,551,778,600,470,130,Grass,Steel
300,Taillow,354,Camerupt,300,354,270,460,-190,Normal,Fire
438,Infernape,630,Trubbish,438,630,534,329,205,Fire,Poison
209,Yanma,397,Glalie,209,397,390,480,-90,Bug,Ice
582,Blitzle,666,Eelektross,582,666,295,515,-220,Electric,Electric
52,Paras,780,Trevenant,780,52,285,474,189,Ghost,Bug
492,Gible,417,Registeel,417,492,300,580,280,Steel,Dragon
519,Magmortar,581,Unfezant,581,519,540,488,-52,Normal,Fire
11,Wartortle,771,Sylveon,771,11,405,525,120,Fairy,Water
725,Froakie,340,Mega Manectric,340,725,314,575,261,Electric,Water
286,Mightyena,313,Vigoroth,313,286,420,440,20,Normal,Dark
79,Tentacool,633,Zoroark,633,79,335,510,175,Dark,Water
435,Torterra,83,Golem,435,83,525,495,30,Grass,Rock
565,Watchog,55,Venomoth,55,565,420,450,30,Bug,Normal
313,Vigoroth,754,Aromatisse,313,754,440,462,-22,Normal,Fairy
247,Houndour,685,Golurk,247,685,330,483,-153,Dark,Ground
698,Larvesta,215,Slowking,698,215,360,490,-130,Bug,Water
76,Bellsprout,567,Herdier,567,76,300,370,70,Normal,Grass
451,Luxray,21,Pidgey,451,21,523,251,272,Electric,Normal
132,Mr. Mime,473,Drifloon,132,473,460,348,112,Psychic,Ghost
500,Hippopotas,215,Slowking,500,215,330,490,-160,Ground,Water
4,Mega Venusaur,13,Mega Blastoise,4,13,625,630,-5,Grass,Water
111,Exeggcute,188,Cleffa,111,188,325,218,107,Grass,Fairy
39,Nidorino,519,Magmortar,519,39,365,540,175,Fire,Poison
129,Seaking,303,Pelipper,129,303,450,430,20,Water,Water
306,Gardevoir,39,Nidorino,306,39,518,365,153,Psychic,Poison
752,Aegislash Shield Forme,595,Conkeldurr,595,752,520,505,-15,Fighting,Steel
699,Volcarona,458,Burmy,699,458,550,224,326,Bug,Bug
708,Zekrom,456,Shieldon,708,456,680,350,330,Dragon,Rock
102,Gengar,304,Ralts,102,304,500,198,302,Ghost,Psychic
399,Spheal,239,Swinub,239,399,290,250,-40,Ice,Ice
37,Nidoqueen,13,Mega Blastoise,13,37,505,630,125,Water,Poison
498,Lucario,282,Marshtomp,498,282,525,405,120,Fighting,Water
649,Emolga,489,Happiny,649,489,428,220,208,Electric,Normal
535,Frost Rotom,189,Igglybuff,535,189,520,210,310,Electric,Normal
147,Jolteon,189,Igglybuff,147,189,525,210,315,Electric,Normal
107,Krabby,32,Raichu,32,107,325,485,160,Electric,Water
688,Bouffalant,350,Mega Sharpedo,350,688,490,560,70,Water,Normal
559,Pignite,540,Azelf,540,559,418,580,162,Psychic,Fire
28,Fearow,44,Ninetales,44,28,442,505,63,Fire,Normal
277,Torchic,168,Bayleef,168,277,310,405,95,Grass,Fire
285,Poochyena,328,Mega Sableye,328,285,220,480,260,Dark,Dark
650,Karrablast,652,Foongus,650,652,315,294,21,Bug,Grass
638,Gothitelle,393,Absol,393,638,490,465,-25,Dark,Psychic
365,Swablu,233,Mega Heracross,233,365,310,600,290,Bug,Normal
215,Slowking,290,Silcoon,215,290,490,205,285,Water,Bug
576,Simipour,231,Shuckle,576,231,498,505,-7,Water,Bug
335,Meditite,333,Aggron,335,333,280,530,-250,Fighting,Steel
79,Tentacool,392,Chimecho,79,392,335,425,-90,Water,Psychic
181,Ledian,41,Clefairy,181,41,390,323,67,Bug,Fairy
136,Magmar,546,Giratina Origin Forme,136,546,495,680,-185,Fire,Ghost
208,Sunflora,685,Golurk,685,208,425,483,58,Ground,Grass
634,Minccino,480,Glameow,480,634,300,310,10,Normal,Normal
481,Purugly,690,Braviary,481,690,452,510,-58,Normal,Normal
262,Blissey,47,Zubat,47,262,540,245,-295,Poison,Normal
87,Slowbro,59,Persian,59,87,490,440,-50,Normal,Water
637,Gothorita,695,Deino,695,637,390,300,-90,Dark,Psychic
712,Kyurem Black Kyurem,74,Machoke,712,74,700,405,295,Dragon,Fighting
696,Zweilous,274,Grovyle,274,696,420,405,-15,Grass,Dark
485,Bronzor,101,Haunter,101,485,300,405,105,Ghost,Steel
484,Skuntank,661,Klink,661,484,479,300,-179,Steel,Poison
721,Chesnaught,631,Garbodor,631,721,530,474,-56,Poison,Grass
354,Camerupt,257,Hitmontop,257,354,460,455,-5,Fighting,Fire
485,Bronzor,605,Whirlipede,605,485,300,360,60,Bug,Steel
27,Spearow,798,Hoopa Confined,798,27,262,600,338,Psychic,Normal
604,Venipede,131,Starmie,131,604,260,520,260,Water,Bug
336,Medicham,532,Rotom,532,336,410,440,30,Electric,Fighting
298,Nuzleaf,179,Noctowl,179,298,340,442,102,Normal,Grass
297,Seedot,394,Mega Absol,394,297,220,565,345,Dark,Grass
260,Magby,358,Grumpig,260,358,365,470,-105,Fire,Psychic
429,Deoxys Normal Forme,475,Buneary,429,475,600,350,250,Psychic,Normal
546,Giratina Origin Forme,416,Regice,546,416,680,580,100,Ghost,Ice
174,Croconaw,224,Steelix,174,224,405,510,-105,Water,Steel
65,Arcanine,173,Totodile,65,173,555,314,241,Fire,Water
793,Xerneas,247,Houndour,793,247,680,330,350,Fairy,Dark
530,Dusknoir,437,Monferno,437,530,525,405,-120,Fire,Ghost
154,Aerodactyl,650,Karrablast,154,650,515,315,200,Rock,Bug
627,Carracosta,150,Omanyte,150,627,495,355,-140,Rock,Water
47,Zubat,334,Mega Aggron,334,47,245,630,385,Steel,Poison
146,Vaporeon,660,Ferrothorn,660,146,525,489,-36,Grass,Water
348,Carvanha,105,Drowzee,348,105,305,328,-23,Water,Psychic
712,Kyurem Black Kyurem,575,Panpour,712,575,700,316,384,Dragon,Water
602,Swadloon,728,Bunnelby,728,602,380,237,-143,Normal,Bug
523,Glaceon,461,Wormadam Trash Cloak,523,461,525,424,101,Ice,Bug
347,Swalot,526,Porygon-Z,526,347,467,535,68,Normal,Poison
579,Pidove,373,Whiscash,579,373,264,468,-204,Normal,Water
2,Ivysaur,214,Murkrow,214,2,405,405,0,Dark,Grass
10,Squirtle,596,Tympole,596,10,314,294,-20,Water,Water
531,Froslass,762,Dragalge,531,762,480,494,-14,Ice,Poison
430,DeoxysAttack Forme,516,Rhyperior,430,516,600,535,65,Psychic,Ground
305,Kirlia,400,Sealeo,305,400,278,410,-132,Psychic,Ice
158,Zapdos,258,Smoochum,158,258,580,305,275,Electric,Ice
528,Mega Gallade,38,Nidoran♂,528,38,618,273,345,Psychic,Poison
54,Venonat,600,Sawk,600,54,305,465,160,Fighting,Bug
424,Groudon,728,Bunnelby,424,728,670,237,433,Ground,Normal
232,Heracross,333,Aggron,232,333,500,530,-30,Bug,Steel
162,Dragonite,114,Marowak,162,114,600,425,175,Dragon,Ground
59,Persian,118,Koffing,59,118,440,340,100,Normal,Poison
632,Zorua,742,Gogoat,742,632,330,531,201,Grass,Dark
488,Mime Jr.,708,Zekrom,708,488,310,680,370,Dragon,Psychic
180,Ledyba,690,Braviary,690,180,265,510,245,Normal,Bug
129,Seaking,423,Primal Kyogre,423,129,450,770,320,Water,Water
162,Dragonite,439,Piplup,162,439,600,314,286,Dragon,Water
592,Mega Audino,267,Pupitar,267,592,545,410,-135,Rock,Normal
727,Greninja,219,Girafarig,727,219,530,455,75,Water,Normal
707,Reshiram,764,Clawitzer,707,764,680,500,180,Dragon,Water
537,Mow Rotom,525,Mamoswine,537,525,520,530,-10,Electric,Ice
798,Hoopa Confined,672,Axew,672,798,600,320,-280,Dragon,Psychic
6,Charmeleon,47,Zubat,6,47,405,245,160,Fire,Poison
421,Mega Latios,225,Mega Steelix,421,225,700,610,90,Dragon,Steel
703,Tornadus Incarnate Forme,732,Talonflame,732,703,580,499,-81,Fire,Flying
743,Pancham,248,Houndoom,248,743,348,500,152,Dark,Fighting
773,Dedenne,454,Cranidos,773,454,431,350,81,Electric,Rock
286,Mightyena,680,Stunfisk,286,680,420,471,-51,Dark,Ground
541,Dialga,302,Wingull,541,302,680,270,410,Steel,Water
210,Wooper,686,Pawniard,686,210,210,340,130,Dark,Water
503,Drapion,62,Mankey,503,62,500,305,195,Poison,Fighting
423,Primal Kyogre,734,Spewpa,423,734,770,213,557,Water,Bug
280,Mega Blaziken,524,Gliscor,280,524,630,510,120,Fire,Ground
116,Hitmonchan,681,Mienfoo,116,681,455,350,105,Fighting,Fighting
365,Swablu,680,Stunfisk,680,365,310,471,161,Ground,Normal
330,Mega Mawile,664,Tynamo,664,330,480,275,-205,Electric,Steel
462,Mothim,463,Combee,463,462,424,244,-180,Bug,Bug
242,Remoraid,325,Skitty,242,325,300,260,40,Water,Normal
131,Starmie,340,Mega Manectric,340,131,520,575,55,Electric,Water
713,Kyurem White Kyurem,794,Yveltal,794,713,700,680,-20,Dark,Dragon
234,Sneasel,667,Elgyem,234,667,430,335,95,Dark,Psychic
270,Lugia,772,Hawlucha,772,270,680,500,-180,Fighting,Psychic
200,Azumarill,393,Absol,393,200,420,465,45,Dark,Water
181,Ledian,351,Wailmer,181,351,390,400,-10,Bug,Water
546,Giratina Origin Forme,350,Mega Sharpedo,350,546,680,560,-120,Water,Ghost
665,Eelektrik,39,Nidorino,39,665,405,365,-40,Poison,Electric
475,Buneary,402,Clamperl,475,402,350,345,5,Normal,Water
383,Milotic,722,Fennekin,383,722,540,307,233,Water,Fire
401,Walrein,580,Tranquill,580,401,530,358,-172,Normal,Ice
123,Tangela,609,Petilil,123,609,435,280,155,Grass,Grass
502,Skorupi,123,Tangela,502,123,330,435,-105,Poison,Grass
98,Shellder,537,Mow Rotom,537,98,305,520,215,Electric,Water
565,Watchog,716,Meloetta Aria Forme,716,565,420,600,180,Normal,Normal
512,Mega Abomasnow,100,Gastly,512,100,594,310,284,Grass,Ghost
240,Piloswine,93,Dodrio,93,240,450,460,10,Normal,Ice
646,Vanilluxe,468,Cherubi,646,468,535,275,260,Ice,Grass
89,Magnemite,470,Shellos,89,470,325,325,0,Electric,Water
438,Infernape,284,Mega Swampert,438,284,534,635,-101,Fire,Water
125,Mega Kangaskhan,31,Pikachu,125,31,590,320,270,Normal,Electric
570,Liepard,222,Dunsparce,570,222,446,415,31,Dark,Normal
350,Mega Sharpedo,512,Mega Abomasnow,512,350,560,594,34,Grass,Water
643,Swanna,42,Clefable,643,42,473,483,-10,Water,Fairy
560,Emboar,316,Ninjask,316,560,528,456,-72,Bug,Fire
715,Keldeo Resolute Forme,343,Volbeat,715,343,580,400,180,Water,Bug
126,Horsea,622,Scrafty,126,622,295,488,-193,Water,Dark
